LAPD;Problematic
private doc NN info NN string NN transformation NN name NN string NN overview NN config NN def NN config NN def NN private doc info root ROOT info compound info doc string transformation name root ROOT name compound name transformation string overview config def root ROOT def compound def config config def root ROOT def compound def config;0
private static void print NN transformation NN html NN print NN stream NN out IN doc NN info NN doc NN info NN private static void print transformation html root ROOT html compound html print compound html transformation print stream root ROOT stream compound stream print out doc info root ROOT info compound info doc doc info root ROOT info compound info doc;0
private static void print NN html NN print NN stream NN out IN throws no DT such JJ field NN exception NN illegal JJ access NN exception NN instantiation NN exception NN private static void print html root ROOT html compound html print print stream root ROOT stream compound stream print out throws no such field exception root ROOT field neg field no amod field such dep field exception illegal access exception root ROOT exception amod exception illegal compound exception access instantiation exception root ROOT exception compound exception instantiation;0
public static void main JJ string NN args NNS throws exception NN public static void main string args throws exception;0
public config NN def NN config NN public config def root ROOT def compound def config config;0
public offset VBN storage NN reader NN offset VBN storage NN reader NN public offset storage reader root ROOT reader amod reader offset compound reader storage offset storage reader root ROOT reader amod reader offset compound reader storage;0
private final offset VBN storage NN reader NN reader NN private final offset storage reader root ROOT reader amod reader offset compound reader storage reader;0
protected final class NN loader NN loader NN protected final class loader root ROOT loader compound loader class loader;0
protected final connector NN task NN id NN id NN protected final connector task id root ROOT id compound id connector compound id task id;0
private volatile target NN state NN target NN state NN private volatile target state root ROOT state compound state target target state root ROOT state compound state target;0
cancel this task this won t actually stop it but it will prevent the state from being cancel this task this won t actually stop it but it will prevent the state from being updated when it eventually does shutdown public void cancel VB cancel this task this won t actually stop it but it will prevent the state from being root ROOT cancel det task this dobj cancel task nsubj won this dep cancel won dobj won t advmod stop actually dep won stop dobj stop it cc stop but nsubj prevent it aux prevent will dep won prevent conj but stop prevent det state the dobj prevent state mark being from advcl from prevent being cancel this task this won t actually stop it but it will prevent the state from being root ROOT cancel det task this dobj cancel task nsubj won this dep cancel won dobj won t advmod stop actually dep won stop dobj stop it cc stop but nsubj prevent it aux prevent will dep won prevent conj but stop prevent det state the dobj prevent state mark being from advcl from prevent being updated when it eventually does shutdown root ROOT updated advmod does when nsubj does it advmod does eventually advcl updated does dobj does shutdown public void cancel cancel void ANTONYM ANTONYM stop shutdown ANTONYM ANTONYM;0
public pane NN info NN tracker NN timer NN internals NNS timer NN internals NNS public pane info tracker root ROOT tracker compound tracker pane compound tracker info timer internals root ROOT internals compound internals timer timer internals root ROOT internals compound internals timer;0
public boolean is VBZ empty JJ public boolean is empty root ROOT empty cop empty is;0
private set NN p NN collection NN view NN views NNS private set p collection view root ROOT view compound view p compound view collection views;0
public void delete VB timer NN instant NN timestamp NN time NN domain NN time NN domain NN public void delete timer root ROOT delete dobj delete timer instant timestamp time domain root ROOT domain compound domain time time domain root ROOT domain compound domain time;0
public void set VBN timer NN instant NN timestamp NN time NN domain NN time NN domain NN public void set timer root ROOT set dobj set timer instant timestamp time domain root ROOT domain compound domain time time domain root ROOT domain compound domain time;0
protected final active JJ window NN set NN w NN active JJ windows NNS protected final active window set root ROOT set amod set active compound set window w active windows root ROOT windows amod windows active;0
protected final state NN context NN w NN context NN protected final state context root ROOT context compound context state w context;0
protected final state NN internals NNS state NN internals NNS protected final state internals root ROOT internals compound internals state state internals root ROOT internals compound internals state;0
public k NN key NN public k key k key ANTONYM ANTONYM;0
add an end of window hold or if too late for that a garbage collection hold if required return the link instant at which hold was added or literal null if no hold was added nullable JJ private instant NN add VB end NN of IN window NN or CC garbage NN collection NN holds VBZ reduce VB fn NN w NN context NN context NN boolean pane NN is VBZ empty JJ add an end of window hold or if too late for that a garbage collection hold if required root ROOT add det end an dobj add end case hold of compound hold window nmod of end hold cc add or case late if advmod late too conj or add late mark hold for mark hold that det collection a compound collection garbage nsubj hold collection dep late hold mark required if advcl if hold required return the link instant at which hold was added or literal null if no hold was added root ROOT return det instant the compound instant link dobj return instant nmod at added instant case which at ref instant which aux added hold auxpass added was acl relcl instant added cc added or amod null literal acl relcl instant null conj or added null mark added if neg hold no nsubjpass added hold auxpass added was dep added added nullable private instant add end of window or garbage collection holds root ROOT holds csubj holds add dobj add end case window of nmod of end window cc window or compound collection garbage nmod of end collection conj or window collection reduce fn root ROOT reduce dobj reduce fn w context context boolean pane is empty root ROOT empty nsubj empty pane cop empty is hold required ANTONYM ANTONYM hold return ANTONYM ANTONYM;0
public void prefetch NN on IN merge VBP merging VBG state NN accessor NN w NN state NN public void prefetch on merge root ROOT merge nsubj merge prefetch acl prefetch on merging state accessor root ROOT merging compound accessor state dobj merging accessor w state;0
public string NN string NN key NN public string string key root ROOT key compound key string;0
public boolean equals VBZ object NN obj NN public boolean equals object obj;0
public int hash VB code NN public int hash code root ROOT hash dobj hash code;0
public string NN to TO string VB public string to string root ROOT string mark string to;0
private static final string NN window NN format NN s NNS private static final string window format root ROOT format compound format window s;0
public w NN get VB window NN public w get window root ROOT get dobj get window;0
private final duration NN allowed VBN lateness NN private final duration allowed lateness root ROOT allowed dobj allowed lateness;0
private final boolean observes VBZ window NN private final boolean observes window root ROOT observes dobj observes window;0
private final side NN input NN reader NN side NN input NN reader NN private final side input reader root ROOT reader compound reader side compound reader input side input reader root ROOT reader compound reader side compound reader input;0
the DT set NN of IN known VBN output NN tags NNS private final set NN tuple NN tag NN output NN tags NNS the set of known output tags private final set tuple tag root ROOT tag compound tag tuple output tags root ROOT tags compound tags output set tags ANTONYM ANTONYM;0
public void start VB bundle NN public void start bundle root ROOT start dobj start bundle;0
public void process NN element NN windowed JJ value NN input NN t NN compressed VBN elem NN public void process element root ROOT element compound element process windowed value root ROOT value amod value windowed input t root ROOT t compound t input compressed elem root ROOT elem amod elem compressed;0
public pipeline NN options NNS get VB pipeline NN options NNS public pipeline options root ROOT options compound options pipeline get pipeline options root ROOT get compound options pipeline dobj get options;0
public bounded VBN window NN window NN public bounded window root ROOT window amod window bounded window;0
public void output NN output NN t NN output NN public void output output t root ROOT t compound t output output;0
public state NN state NN string NN state NN id NN public state state string state id root ROOT id compound id state;0
the state namespace for this context p any call to this method when more than one window is present will crash this represents a bug in the runner or the link do fn signature since values must be in exactly one window when state or timers are relevant private state NN namespace NN get VB namespace NN the state namespace for this context root ROOT namespace det namespace the compound namespace state case context for det context this nmod for namespace context p any call to this method when more than one window is present will crash this root ROOT crash dep crash p det call any nsubj crash call case method to det method this nmod to call method advmod present when advmod one more mwe more than nummod window one nsubj present window cop present is acl relcl call present aux crash will dobj crash this represents a bug in the runner or the link do fn signature since values must be in exactly root ROOT represents det bug a dobj represents bug case runner in det runner the nmod in bug runner cc runner or det link the nmod in bug link conj or runner link dep represents do compound signature fn dobj do signature mark exactly since nsubj exactly values aux exactly must cop exactly be case exactly in advcl since do exactly one window when state or timers are relevant root ROOT window nummod window one advmod relevant when nsubj relevant state cc state or conj or state timers nsubj relevant timers cop relevant are acl relcl window relevant private state namespace root ROOT namespace compound namespace state get namespace root ROOT get dobj get namespace is present ANTONYM ANTONYM state present ANTONYM ANTONYM;0
private duration NN period NN duration NN zero CD private duration period duration zero root ROOT duration nummod duration zero;0
private duration NN offset VBN duration NN zero CD private duration offset duration zero root ROOT duration nummod duration zero;0
override NN public void set NN relative JJ override public void set relative root ROOT set dep set relative;0
sets the timer for the target time without checking anything about whether it is a reasonable thing to do for example absolute processing time timers are not a reasonable thing to do for example absolute processing time timers are not really sensible since the user has no way to compute a good choice of time private void set VBN underlying VBG timer NN instant NN target NN sets the timer for the target time without checking anything about whether it is root ROOT sets det timer the dobj sets timer case time for det time the compound time target nmod for timer time mark checking without advcl without sets checking dobj checking anything mark is about mark is whether nsubj is it acl whether anything is a reasonable thing to do for example absolute processing time timers are not root ROOT thing det thing a amod thing reasonable mark do to acl to thing do case timers for compound timers example amod timers absolute compound timers processing compound timers time nmod for do timers dep thing are neg are not a reasonable thing to do for example absolute processing time timers are not root ROOT thing det thing a amod thing reasonable mark do to acl to thing do case timers for compound timers example amod timers absolute compound timers processing compound timers time nmod for do timers dep thing are neg are not really sensible since the user has no way to compute a good choice of time root ROOT sensible advmod sensible really mark has since det user the nsubj has user advcl since sensible has neg way no dobj has way mark compute to acl to way compute det choice a amod choice good dobj compute choice case time of nmod of choice time private void set underlying timer root ROOT set xcomp set underlying dobj underlying timer instant target checking has ANTONYM ANTONYM do has ANTONYM ANTONYM do processing ANTONYM ANTONYM reasonable good ANTONYM ANTONYM sensible good ANTONYM ANTONYM sets checking ANTONYM ANTONYM sets target ANTONYM ANTONYM void good ANTONYM ANTONYM absolute good SYNONYM SYNONYM;0
public peeking VBG reiterator NN reiterator NN t NN iterator NN public peeking reiterator root ROOT peeking dobj peeking reiterator reiterator t iterator;0
public t NN next IN public t next;0
private void compute VB next IN private void compute next root ROOT compute advmod compute next;0
private final metric JJ name NN name NN private final metric name root ROOT name amod name metric name;0
public metric JJ name NN get VB name NN public metric name root ROOT name amod name metric get name root ROOT get dobj get name;0
public dirty JJ state NN get VB dirty JJ public dirty state root ROOT state amod state dirty get dirty root ROOT get xcomp get dirty;0
internal JJ public distribution NN cell NN metric JJ name NN name NN internal public distribution cell root ROOT cell compound cell distribution metric name root ROOT name amod name metric name;0
public iterable JJ t NN values NNS public iterable t values;0
abstract read VB k NN v LS build VB abstract read k v build k v SYNONYM SYNONYM;0
public configuration NN get VB public configuration get;0
public serializable JJ configuration NN configuration NN conf NN public serializable configuration root ROOT configuration amod configuration serializable configuration conf;0
private transient configuration NN conf NN private transient configuration conf;0
private static final long serial JJ version NN uid NN l NN private static final long serial version uid root ROOT uid amod uid serial compound uid version l;0
private static final string NN default NN appname NN beam NN gearpump NN app NN private static final string default appname root ROOT appname compound appname default beam gearpump app root ROOT app compound app beam compound app gearpump;0
protected string NN result NN path NN protected string result path root ROOT path compound path result;0
private final instant NN offset VBN private final instant offset;0
public string NN to TO string VB public string to string root ROOT string mark string to;0
public delay NN fn NN duration NN delay NN public delay fn root ROOT fn compound fn delay duration delay;0
public void clear JJ trigger NN context NN c NN throws exception NN public void clear trigger context root ROOT context compound context trigger c throws exception clear throws ANTONYM ANTONYM public clear ANTONYM ANTONYM;0
w NN write VB state NN address NN w NN window NN w write state address root ROOT write compound address state dobj write address w window;0
will children be started automatically when they are added protected boolean start VB children NNS true JJ will children be started automatically when they are added root ROOT started aux started will nsubjpass started children auxpass started be advmod started automatically advmod added when nsubjpass added they auxpass added are advcl started added protected boolean start children root ROOT start dobj start children true added started ANTONYM ANTONYM;0
private in IN memory NN timer NN internals NNS timer NN internals NNS private in memory timer internals root ROOT internals case internals in compound internals memory compound internals timer timer internals root ROOT internals compound internals timer;0
public void close RB throws exception NN public void close throws exception public close ANTONYM ANTONYM;0
private final metric JJ update VBP t NN committed VBN private final metric update root ROOT update nsubj update metric t committed;0
public string NN step NN public string step;0
private accumulated VBN metric JJ result NN metric JJ name NN name NN string NN step NN t NN attempted VBN t NN committed VBN boolean is VBZ committed VBN supported VBN private accumulated metric result root ROOT result amod result accumulated amod result metric metric name root ROOT name amod name metric name string step t attempted t committed boolean is committed supported root ROOT committed auxpass committed is dep committed supported;0
public iterable JJ map NN entry NN k NN t NN entries NNS public iterable map entry root ROOT entry compound entry map k t entries;0
public iterable JJ t NN values NNS public iterable t values;0
Transient fields NNS that IN are VBP lazy JJ initialized VBN and CC then RB memoized VBN private transient extension NN registry NN memoized JJ extension NN registry NN Transient fields that are lazy initialized and then memoized private transient extension registry root ROOT registry compound registry extension memoized extension registry root ROOT registry amod registry memoized compound registry extension;0
static final type NN descriptor NN message NN message NN type NN new type NN descriptor NN message NN static final type descriptor root ROOT descriptor compound descriptor type message message type root ROOT type compound type message new type descriptor root ROOT descriptor compound descriptor type message;0
sets function name and sets its parent to this node param name function name code null for anonymous functions public void set NN function NN name NN name NN name NN sets function name and sets its parent to this node root ROOT function nsubj function sets nsubj sets sets dobj function name cc function and conj and function sets nmod poss parent its dobj sets parent case node to det node this nmod to sets node param name function name code null for anonymous functions root ROOT null compound null param compound null name compound null function compound null name compound null code case functions for amod functions anonymous nmod for null functions public void set function name root ROOT name compound name set compound name function name name name parent ANTONYM ANTONYM;0
public set NN Class get VB extension NN hosts NNS public set Class get extension hosts root ROOT get compound hosts extension dobj get hosts;0
public object NN to TO object VB public object to object root ROOT object mark object to;0
public int value NN public int value;0
public final int doc NN id NN public final int doc id root ROOT id compound id doc;0
private final disjunction NN disi NN approximation NN approximation NN private final disjunction disi approximation root ROOT approximation compound approximation disjunction compound approximation disi approximation;0
escape NN character NN public static final char wildcard NN escape NN escape character public static final char wildcard escape root ROOT escape compound escape wildcard;0
starting VBG term NN ord NN for this frame NN used VBN to TO reset VB term NN ord NN in IN rewind NN long term NN ord NN orig NN starting term ord root ROOT ord compound ord term for this frame used to reset term ord root ROOT ord compound ord term in rewind long term ord orig root ROOT orig compound orig term compound orig ord;0
placeholder NN for missing VBG offset VBN that IN means NNS all DT values NNS are VBP missing VBG static final int all DT missing VBG placeholder for missing offset that means all values are missing static final int all missing root ROOT missing dep missing all;0
public name NN get VB function NN name NN public name get function name root ROOT get compound name function dobj get name;0
static final int sorted VBN single JJ valued VBN static final int sorted single valued root ROOT sorted xcomp sorted single dep single valued;0
build VB reverse NN index NN from IN every DT th DT term NN static final int reverse JJ interval NN shift NN build reverse index from every th term static final int reverse interval shift root ROOT shift amod shift reverse compound shift interval;0
final int stack VB final int stack;0
public terms NNS enum VBP with IN slice NN int index NN reader NN slice NN sub NN slice NN public terms enum with slice root ROOT enum nsubj enum terms case slice with nmod with enum slice int index reader slice root ROOT slice compound slice reader sub slice root ROOT slice compound slice sub;0
Default maximum NN number NN of IN point NN in IN each DT leaf NN block NN public static final int default NN max NN points NNS in IN leaf NN node NN Default maximum number of point in each leaf block public static final int default max points in leaf node root ROOT points compound points default compound points max case node in compound node leaf nmod in points node block points ANTONYM ANTONYM point block ANTONYM ANTONYM;0
private final int bytes NNS per IN doc NN private final int bytes per doc root ROOT bytes case doc per nmod per bytes doc;0
private list NN ast IN node NN params NNS private list ast node root ROOT node case node ast params;0
writes VBZ the DT bkd NN tree NN to TO the DT provided VBN writes the bkd tree to the provided;0
private term NN iterator NN iterator NN private term iterator root ROOT iterator compound iterator term iterator;0
public void visit NN int doc NN id NN public void visit int doc id root ROOT id compound id doc;0
Public final boolean equals VBZ object NN other JJ Public final boolean equals object other;0
byte point NN bytes NNS new byte bytes NNS per IN dim NN byte point bytes root ROOT bytes compound bytes point new byte bytes per dim root ROOT bytes case dim per nmod per bytes dim;0
private boolean is VBZ wildcard NN char NN sequence NN text NN private boolean is wildcard root ROOT wildcard cop wildcard is char sequence root ROOT sequence compound sequence char text;0
public double JJ metaphone NN filter NN create VB token JJ stream NN input NN public double metaphone filter root ROOT filter amod filter double compound filter metaphone create token stream root ROOT stream amod stream token input;0
creates VBZ a DT new double JJ metaphone NN filter NN factory NN public double JJ metaphone NN filter NN factory NN map NN string NN string NN args NNS creates a new double metaphone filter factory root ROOT factory amod factory double compound factory metaphone compound factory filter public double metaphone filter factory root ROOT factory amod factory double compound factory metaphone compound factory filter map string string args;0
private boolean is VBZ generator NN private boolean is generator root ROOT generator cop generator is;0
protected void initialize VB iterator NN throws io NN exception NN protected void initialize iterator root ROOT initialize dobj initialize iterator throws io exception root ROOT exception compound exception io;0
private int final JJ offset VBN private int final offset root ROOT offset advmod offset final;0
private final offset VBN attribute NN offset VBN attr NN private final offset attribute root ROOT attribute amod attribute offset offset attr root ROOT offset dobj offset attr;0
private final char NN term NN attribute NN term NN attr NN private final char term attribute root ROOT attribute compound attribute char compound attribute term term attr root ROOT attr compound attr term;0
the DT list NN of IN holes NNS If a DT point NN is VBZ in IN the DT hole NN it PRP is VBZ not RB in IN the DT polygon NN protected final list NN geo NN polygon NN holes NNS the list of holes If a point is in the hole it is not in the polygon protected final list geo polygon root ROOT polygon compound polygon geo holes;0
the DT list NN of IN polygon NN points NNS protected final list NN geo NN point NN points NNS the list of polygon points protected final list geo point root ROOT point compound point geo points;0
check NN if a DT point NN is VBZ within IN the DT provided VBN holes NNS param point point to check return true if the point is within any of the holes protected boolean is VBZ within IN holes NNS final geo NN point NN point NN check if a point is within the provided holes param point point to check root ROOT point compound point param compound point point mark check to acl to point check return true if the point is within any of the holes root ROOT return amod return true mark any if det point the nsubj any point cop any is case any within advcl within true any case holes of det holes the nmod of any holes protected boolean is within holes root ROOT holes cop holes is case holes within final geo point root ROOT point compound point geo point check point ANTONYM ANTONYM check return ANTONYM ANTONYM provided return ANTONYM ANTONYM;0
protected boolean local JJ is VBZ within IN final vector NN v LS protected boolean local is within root ROOT within nsubj within local cop within is final vector v;0
public geo NN point NN get VB edge NN points NNS public geo point root ROOT point compound point geo get edge points root ROOT get compound points edge dobj get points;0
public boolean is VBZ expression NN closure NN public boolean is expression closure root ROOT closure cop closure is compound closure expression;0
public string NN to TO string VB public string to string root ROOT string mark string to;0
private static final string NN brokers NNS key JJ name NN brokers NNS private static final string brokers key name root ROOT name compound name brokers amod name key brokers;0
public metadata NN response NN int throttle NN time NN ms NNS list NN node NN brokers NNS string NN cluster NN id NN int controller NN id NN list NN topic NN metadata NN topic NN metadata NN public metadata response root ROOT response compound response metadata int throttle time ms root ROOT ms compound ms throttle compound ms time list node brokers string cluster id root ROOT id compound id cluster int controller id root ROOT id compound id controller list topic metadata root ROOT metadata compound metadata topic topic metadata root ROOT metadata compound metadata topic;0
public list NN acl NN creation NN acl NN creations NNS public list acl creation root ROOT creation compound creation acl acl creations root ROOT creations compound creations acl;0
private static final long commit VB interval NN ms NNS l NN private static final long commit interval ms root ROOT commit compound ms interval dobj commit ms l;0
private int next JJ timeout NN ms NNS private int next timeout ms root ROOT ms amod ms next compound ms timeout;0
check for calls which have timed out timed out calls will be removed and failed the remaining milliseconds until the next timeout will be updated param calls the collection of calls return the number of calls which were timed out int handle VB timeouts NNS collection NN call NN calls NNS string NN msg NN check for calls which have timed out root ROOT check case calls for nmod for check calls nsubj timed calls ref calls which aux timed have acl relcl calls timed compound prt timed out timed out calls will be removed and failed root ROOT removed amod calls timed compound prt timed out nsubjpass removed calls nsubjpass failed calls aux removed will auxpass removed be cc removed and conj and removed failed the remaining milliseconds until the next timeout will be updated root ROOT milliseconds det milliseconds the amod milliseconds remaining mark updated until det timeout the amod timeout next nsubjpass updated timeout aux updated will auxpass updated be dep milliseconds updated param calls the collection of calls root ROOT calls nsubj calls param det collection the dobj calls collection case calls of nmod of collection calls return the number of calls which were timed out root ROOT return det number the dobj return number case calls of nmod of number calls nsubjpass timed calls ref calls which auxpass timed were acl relcl calls timed compound prt timed out int handle timeouts root ROOT handle dobj handle timeouts collection call calls string msg check failed ANTONYM ANTONYM check have ANTONYM ANTONYM check return ANTONYM ANTONYM failed return ANTONYM ANTONYM have removed ANTONYM ANTONYM have return ANTONYM ANTONYM next removed ANTONYM ANTONYM return number ANTONYM ANTONYM out failed SYNONYM SYNONYM;0
sets base starting line number for this script or function this is a one time operation and throws an exception if the line number has already been set public void set VBN base NN lineno NN int lineno NN sets base starting line number for this script or function root ROOT number compound number sets compound number base amod number starting compound number line case script for det script this nmod for number script cc script or nmod for number function conj or script function this is a one time operation and throws an exception if the root ROOT operation nsubj operation this nsubj throws this cop operation is det operation a nummod operation one compound operation time cc operation and conj and operation throws det exception an dobj operation exception case the if nmod if exception the line number has already been set root ROOT set compound number line nsubjpass set number aux set has advmod set already auxpass set been public void set base lineno root ROOT set compound lineno base dobj set lineno int lineno base set ANTONYM ANTONYM function operation ANTONYM ANTONYM number function ANTONYM ANTONYM or operation ANTONYM ANTONYM sets base ANTONYM ANTONYM starting function ANTONYM ANTONYM starting has ANTONYM ANTONYM;0
private resource NN config NN resource NN to TO resource NN config NN resource NN config NN resource NN private resource config resource to resource root ROOT resource compound resource config case resource to nmod to resource resource config resource root ROOT resource compound resource config config resource root ROOT resource compound resource config;0
create a self signed x certificate from http bfo com blog odds and ends creating a new x certificate html param dn the x distinguished name eg cn test l london c gb param pair the key pair param days how many days from now the certificate is valid for param algorithm the signing algorithm eg sha with rsa return the self signed certificate throws certificate exception thrown if a security error or an io error occurred public static x CC certificate NN generate VB certificate NN string NN dn NN key JJ pair NN pair NN int days NNS string NN algorithm NN throws certificate NN exception NN create a self signed x certificate root ROOT create det self a nsubj signed self ccomp create signed cc signed x ccomp create certificate conj x signed certificate from http bfo com blog odds and ends creating a new x certificate html root ROOT odds case odds from amod odds http compound odds bfo compound odds com compound odds blog cc odds and aux creating ends conj and odds creating det html a amod html new compound html x compound html certificate dobj creating html param dn the x distinguished name eg cn test l london c gb root ROOT dn nsubj dn param det x the dobj dn x amod name distinguished dep x name compound gb eg compound gb cn compound gb test compound gb l compound gb london compound gb c dep name gb param pair the key pair root ROOT pair compound pair param det pair the amod pair key dep pair pair param days how many days from now the certificate is valid for root ROOT days compound days param advmod many how amod days many dobj valid days case now from nmod from valid now det certificate the nsubj valid certificate cop valid is dep days valid dep valid for param algorithm the signing algorithm eg sha with rsa root ROOT algorithm compound algorithm param det algorithm the compound algorithm signing nsubj sha algorithm advmod sha eg acl relcl algorithm sha case rsa with nmod with sha rsa return the self signed certificate root ROOT signed csubj signed return det self the dobj return self dobj signed certificate throws certificate exception thrown if a security error or an io error occurred root ROOT throws compound exception certificate dobj throws exception acl exception thrown mark occurred if det error a compound error security nsubj occurred error cc error or det error an compound error io conj or error error nsubj occurred error advcl if thrown occurred public static x certificate root ROOT certificate compound certificate x generate certificate root ROOT generate dobj generate certificate string dn key pair root ROOT pair amod pair key pair int days string algorithm throws certificate exception root ROOT exception compound exception certificate create name ANTONYM ANTONYM create thrown ANTONYM ANTONYM create throws ANTONYM ANTONYM creating name ANTONYM ANTONYM creating thrown ANTONYM ANTONYM creating throws ANTONYM ANTONYM distinguished signing ANTONYM ANTONYM name is ANTONYM ANTONYM name thrown ANTONYM ANTONYM name throws ANTONYM ANTONYM return occurred ANTONYM ANTONYM return thrown ANTONYM ANTONYM return throws ANTONYM ANTONYM signed distinguished ANTONYM ANTONYM l c SYNONYM SYNONYM x c SYNONYM SYNONYM x l SYNONYM SYNONYM;0
public static final type NN nullable JJ string NN new type NN public static final type nullable string root ROOT string amod string nullable new type;0
public Long validate VB object NN item NN public Long validate object item;0
public Long read VB byte NN buffer NN buffer NN public Long read byte buffer root ROOT buffer compound buffer byte buffer;0
public integer NN validate VB object NN item NN public integer validate object item;0
public boolean has VBZ undrained VBN public boolean has undrained root ROOT undrained aux undrained has;0
boolean flush NN in IN progress NN boolean flush in progress root ROOT flush case progress in nmod in flush progress;0
returns true if the named property is defined as a const on this object param name return true if the named property is defined as a const false otherwise public boolean is VBZ const IN string NN name NN returns true if the named property is defined as a const on this object root ROOT returns amod returns true mark defined if det property the amod property named nsubjpass defined property auxpass defined is advcl if true defined case const as det const a nmod as defined const case object on det object this nmod on const object param name root ROOT name compound name param return true if the named property is defined as a const false root ROOT return amod return true mark defined if det property the amod property named nsubjpass defined property auxpass defined is advcl if true defined case const as det const a nmod as defined const amod const false otherwise public boolean is const root ROOT const cop const is string name is name ANTONYM ANTONYM named is ANTONYM ANTONYM true false ANTONYM ANTONYM;0
void abort VB undrained JJ batches NNS runtime NN exception NN reason NN void abort undrained batches root ROOT abort amod batches undrained dobj abort batches runtime exception root ROOT exception compound exception runtime reason;0
close this accumulator and force all the record buffers to be drained public void close RB close this accumulator and force all the record buffers to be drained root ROOT accumulator advmod accumulator close det accumulator this cc accumulator and conj and accumulator force det predet buffers all det buffers the compound buffers record dobj force buffers nsubjpass xsubj drained buffers mark drained to auxpass drained be xcomp force drained public void close close public ANTONYM ANTONYM;0
disconnects the connection to a particular node if there is one any pending client requests for this connection will receive disconnections param node id the id of the node override NN public void disconnect VB string NN node NN id NN disconnects the connection to a particular node if there is one root ROOT disconnects det connection the dobj disconnects connection case node to det node a amod node particular nmod to connection node mark is if expl is there advcl if disconnects is nsubj is one any pending client requests for this connection will receive disconnections root ROOT receive det requests any amod requests pending compound requests client nsubj receive requests case connection for det connection this nmod for requests connection aux receive will dobj receive disconnections param node id the id of the node root ROOT id compound node param nsubj id node det id the dobj id id case node of det node the nmod of id node override public void disconnect string node id root ROOT id compound id node connection disconnect ANTONYM ANTONYM connection disconnections ANTONYM ANTONYM connection disconnects ANTONYM ANTONYM;0
